,tenure,gender,geography,salary_quantiles,age_quantiles,num_products,has_card
870,8,1,0,0,3,1,1
871,0,0,0,5,4,1,1
872,8,1,0,5,3,2,1
873,1,1,0,3,5,1,1
874,8,1,0,5,3,1,1
875,4,1,0,5,2,2,1
876,7,1,0,6,1,1,1
877,2,0,0,2,6,2,1
878,7,1,0,0,2,1,0
879,5,0,0,2,0,3,1
880,5,1,0,1,1,1,1
881,9,0,0,4,0,2,1
882,2,1,0,6,6,2,1
883,8,0,0,1,5,3,0
884,5,0,0,1,2,1,0
885,3,0,0,1,6,2,1
886,7,1,0,2,1,1,1
887,0,1,0,6,5,1,0
888,7,0,0,0,6,1,1
889,1,0,0,1,0,2,1
890,1,0,0,2,0,2,1
891,1,1,0,5,0,2,0
892,3,1,0,6,2,1,0
893,6,0,0,1,1,1,0
894,5,0,0,0,5,2,1
895,4,1,0,0,3,2,1
896,9,0,0,0,3,1,1
897,7,1,0,6,2,1,0
898,10,1,0,5,3,2,1
899,6,0,0,3,2,1,1
900,3,1,0,1,0,1,0
901,4,1,0,5,2,2,1
902,1,1,0,4,3,2,1
903,7,0,0,0,2,2,1
904,9,1,0,6,3,2,1
905,7,1,0,0,0,2,1
906,7,0,0,2,6,2,1
907,5,0,0,3,4,2,0
908,8,1,0,4,0,1,1
909,5,0,0,2,6,2,1
910,3,0,0,5,3,3,0
911,1,0,0,2,6,2,0
912,7,1,0,6,4,2,1
913,4,1,0,3,0,1,0
914,3,1,0,1,5,2,0
915,0,0,0,0,0,2,0
916,3,1,0,0,2,1,1
917,6,0,0,6,5,1,0
918,5,1,0,2,6,2,0
919,2,1,0,2,6,2,1
920,2,1,0,6,6,1,1
921,4,0,0,6,3,2,1
922,3,1,0,5,4,2,1
923,10,0,0,3,2,2,1
924,1,0,0,1,3,1,1
925,5,1,0,0,3,1,0
926,9,0,0,1,2,2,0
927,1,1,0,6,6,1,1
928,3,1,0,3,1,1,1
929,8,1,0,3,4,2,1
930,9,1,0,5,3,1,0
931,9,0,0,3,1,1,1
932,4,0,0,2,3,2,0
933,10,0,0,3,6,2,1
934,9,1,0,6,6,2,1
935,6,0,0,0,2,2,1
936,2,1,0,5,1,1,1
937,6,0,0,2,3,2,1
938,2,1,0,2,1,2,1
939,2,0,0,3,1,2,1
940,7,0,0,3,3,1,0
941,4,0,0,3,2,2,1
942,3,0,0,3,4,1,0
943,10,1,0,2,6,1,1
944,1,1,0,6,3,1,0
945,5,0,0,3,6,1,1
946,5,1,0,6,2,2,1
947,5,0,0,6,1,2,1
948,7,0,0,6,5,2,1
949,1,1,0,5,2,1,1
950,6,1,0,0,4,1,1
951,2,0,0,1,5,2,0
952,5,1,0,2,1,2,1
953,3,0,0,2,2,2,1
954,8,1,0,1,6,2,0
955,10,1,0,2,3,2,1
956,9,1,0,5,4,1,1
957,8,0,0,5,6,2,1
958,1,1,0,2,2,2,0
959,6,1,0,5,0,2,1
960,10,0,0,5,5,4,1
961,5,1,0,6,4,1,1
962,6,1,0,1,6,2,1
963,10,1,0,0,0,1,0
964,8,0,0,2,6,2,1
965,6,1,0,2,6,2,1
966,3,1,0,6,6,1,1
967,3,0,0,6,3,1,1
968,6,0,0,1,1,2,1
969,4,1,0,4,2,2,1
970,6,1,0,1,5,1,1
971,5,1,0,1,1,2,1
972,9,1,0,2,2,2,1
973,6,0,0,5,6,1,1
974,1,1,0,0,4,1,1
975,7,1,0,0,1,1,1
976,5,0,0,1,1,1,1
977,2,1,0,2,4,1,1
978,6,0,0,4,1,1,1
979,2,1,0,0,3,2,0
980,4,0,0,6,1,1,0
981,10,1,0,0,1,2,0
982,1,1,0,3,2,1,1
983,7,0,0,4,2,1,0
984,4,1,0,4,1,1,1
985,6,0,0,4,0,2,1
986,1,1,0,5,6,1,0
987,2,1,0,2,2,2,1
988,9,1,0,6,4,3,1
989,4,0,0,1,2,3,1
990,9,0,0,6,3,1,1
991,9,1,0,1,3,2,1
992,6,0,0,6,2,1,1
993,10,1,0,1,3,1,1
994,9,0,0,2,0,2,0
995,9,0,0,6,5,2,0
996,5,1,0,5,6,1,1
997,6,0,0,6,1,1,1
998,7,1,0,4,2,1,1
999,8,1,0,6,2,1,1
1000,4,0,0,3,0,3,1
1001,10,0,0,0,2,1,0
1002,5,1,0,5,1,2,0
1003,1,1,0,2,1,1,1
1004,1,0,0,1,0,2,0
1005,7,1,0,6,5,2,0
1006,9,0,0,3,3,1,1
1007,7,1,0,3,4,1,0
1008,1,1,0,0,2,1,0
1009,10,0,0,0,3,2,1
1010,3,1,0,3,1,2,1
1011,6,1,0,4,3,1,1
1012,3,0,0,3,1,1,1
1013,2,0,0,5,6,1,0
1014,10,0,0,2,3,2,1
1015,9,0,0,2,3,2,0
1016,7,1,0,0,2,1,1
1017,9,0,0,6,2,2,1
1018,1,1,0,4,3,1,1
1019,7,0,0,6,5,2,1
1020,3,1,0,3,6,1,1
1021,7,1,0,4,6,2,1
1022,3,0,0,5,2,2,1
1023,1,1,0,2,3,2,0
1024,7,1,0,6,6,2,0
1025,1,0,0,6,1,2,1
1026,0,0,0,6,3,2,1
1027,1,0,0,4,5,1,0
1028,8,0,0,2,3,2,0
1029,7,1,0,6,6,2,0
1030,2,1,0,5,5,1,0
1031,8,1,0,1,3,1,1
1032,8,1,0,0,0,1,1
1033,1,0,0,2,2,2,1
1034,10,1,0,6,3,1,1
1035,7,1,0,2,5,2,1
1036,9,0,0,0,0,1,1
1037,1,0,0,3,4,2,1
1038,6,0,0,0,0,1,1
1039,9,0,0,2,2,2,1
1040,6,0,0,6,2,2,0
1041,8,1,0,4,3,1,1
1042,9,1,0,5,6,2,1
1043,8,1,0,3,2,1,1
1044,2,1,0,1,0,1,1
1045,8,1,0,2,5,1,1
1046,3,1,0,5,1,1,1
1047,7,1,0,0,2,1,1
1048,9,0,0,2,0,2,0
1049,2,0,0,3,4,2,1
1050,8,1,0,2,3,1,1
1051,7,1,0,3,2,2,0
1052,9,1,0,2,6,2,1
1053,2,0,0,5,2,1,1
1054,1,1,0,1,2,2,1
1055,5,1,0,6,3,1,1
1056,10,0,0,2,1,1,0
1057,10,0,0,4,1,2,1
1058,3,1,0,3,3,1,1
1059,2,1,0,6,5,2,1
1060,7,1,0,3,1,2,1
1061,1,1,0,2,1,2,1
1062,3,0,0,2,5,1,1
1063,1,0,0,5,3,1,0
1064,7,1,0,3,0,2,1
1065,1,0,0,6,5,1,1
1066,5,1,0,5,0,2,1
1067,8,1,0,2,6,2,1
1068,8,1,0,5,0,3,1
1069,2,0,0,0,1,2,1
1070,7,1,0,5,1,2,1
1071,4,0,0,5,3,1,1
1072,5,1,0,5,0,3,0
1073,5,1,0,3,6,1,1
1074,2,1,0,0,1,1,0
1075,1,1,0,1,3,2,1
1076,3,0,0,2,2,1,1
1077,7,0,0,4,1,2,1
1078,1,0,0,3,5,4,1
1079,4,0,0,6,3,2,0
1080,3,0,0,6,5,3,1
1081,9,0,0,0,3,2,1
1082,1,1,0,2,4,2,0
1083,8,1,0,6,0,1,1
1084,7,0,0,1,5,1,1
1085,0,0,0,2,2,1,1
1086,6,0,0,4,3,1,1
1087,6,1,0,2,6,2,0
1088,9,0,0,1,6,2,1
1089,1,0,0,4,6,2,1
1090,5,0,0,2,1,1,0
1091,10,1,0,3,1,2,1
1092,1,0,0,4,1,2,1
1093,4,0,0,2,1,2,0
1094,3,0,0,2,2,2,0
1095,8,1,0,6,3,1,0
1096,5,0,0,1,3,2,1
1097,8,1,0,2,6,1,0
1098,4,0,0,4,1,2,0
1099,6,1,0,4,5,2,0
1100,2,0,0,5,1,2,0
1101,3,1,0,0,2,2,1
1102,9,1,0,2,3,1,1
1103,9,0,0,6,3,1,0
1104,8,0,0,6,4,1,1
1105,3,0,0,5,1,2,0
1106,5,0,0,0,2,1,1
1107,4,1,0,0,1,2,1
1108,3,0,0,2,2,2,1
1109,2,0,0,1,6,2,0
1110,7,1,0,4,1,2,0
1111,0,0,0,5,3,2,1
1112,7,0,0,5,0,3,1
1113,1,1,0,5,6,1,1
1114,3,0,0,0,3,2,1
1115,9,1,0,5,0,2,0
1116,7,1,0,2,2,1,1
1117,4,0,0,1,3,1,1
1118,5,1,0,4,1,2,1
1119,7,0,0,5,0,2,1
1120,2,0,0,1,2,2,0
1121,4,0,0,6,0,1,0
1122,2,0,0,1,2,2,0
1123,7,1,0,0,2,2,0
1124,9,1,0,5,5,3,0
1125,2,0,0,5,4,1,0
1126,3,1,0,0,6,1,0
1127,9,0,0,2,5,2,1
1128,9,0,0,0,6,1,1
1129,9,0,0,5,4,4,1
1130,7,0,0,1,2,2,1
1131,2,1,0,5,1,2,1
1132,5,1,0,5,5,1,1
1133,0,0,0,0,4,1,1
1134,1,1,0,5,1,1,0
1135,4,1,0,0,0,1,0
1136,6,0,0,0,2,2,1
1137,3,1,0,4,6,2,1
1138,1,0,0,4,2,1,1
1139,7,0,0,1,2,2,1
1140,5,0,0,1,4,1,0
1141,6,1,0,5,4,1,1
1142,7,1,0,0,1,2,1
1143,5,1,0,0,6,1,1
1144,7,0,0,5,0,2,0
1145,2,0,0,0,5,1,1
1146,7,1,0,0,2,1,0
1147,5,0,0,5,0,1,1
1148,9,0,0,4,1,2,0
1149,2,0,0,3,5,1,1
1150,4,1,0,3,1,1,1
1151,4,0,0,0,1,2,1
1152,3,0,0,5,3,2,1
1153,1,1,0,6,5,2,1
1154,7,0,0,5,2,1,1
1155,1,1,0,6,0,1,1
1156,4,0,0,6,2,1,1
1157,3,0,0,0,1,2,0
1158,10,1,0,4,6,2,1
1159,2,0,0,3,6,1,1
1160,6,0,0,4,5,2,1
1161,8,1,0,4,1,2,1
1162,2,1,0,2,6,2,1
1163,7,1,0,1,6,1,1
1164,4,0,0,6,1,1,1
1165,2,0,0,6,5,3,1
1166,10,1,0,2,4,1,0
1167,1,1,0,4,1,1,1
1168,9,1,0,4,6,1,0
1169,3,1,0,1,0,1,1
1170,9,1,0,1,4,4,1
1171,1,1,0,0,3,1,0
1172,6,0,0,5,5,2,0
1173,0,1,0,2,3,1,1
1174,1,1,0,6,3,1,1
1175,7,0,0,5,2,1,0
1176,10,0,0,3,6,1,1
1177,1,0,0,2,2,1,0
1178,6,1,0,1,5,1,1
1179,3,1,0,5,1,1,1
1180,6,1,0,4,3,2,1
1181,6,0,0,6,2,2,1
1182,2,1,0,4,2,1,1
1183,2,0,0,1,3,2,1
1184,0,0,0,3,2,2,1
1185,7,1,0,2,4,1,0
1186,6,0,0,6,2,1,1
1187,9,1,0,3,2,2,0
1188,2,0,0,3,1,1,0
1189,4,0,0,0,6,2,1
1190,3,1,0,2,0,1,1
1191,8,1,0,5,5,2,0
1192,8,0,0,4,1,2,0
1193,5,0,0,5,5,2,1
1194,4,1,0,5,5,1,1
1195,2,1,0,6,2,2,1
1196,7,1,0,5,1,2,1
1197,1,0,0,1,0,2,0
1198,1,0,0,2,3,1,1
1199,2,1,0,1,3,2,0
1200,3,0,0,5,0,1,1
1201,4,0,0,3,1,1,1
1202,7,0,0,5,1,1,1
1203,7,0,0,2,4,4,0
1204,5,1,0,2,2,1,1
1205,9,0,0,2,2,2,0
1206,5,0,0,5,2,2,1
1207,7,0,0,1,1,3,1
1208,3,0,0,2,4,1,1
1209,10,1,0,6,1,1,0
1210,4,1,0,5,1,2,1
1211,5,1,0,6,2,2,1
1212,3,0,0,0,2,1,0
1213,6,1,0,3,3,2,0
1214,6,1,0,6,2,1,0
1215,4,1,0,3,3,1,0
1216,8,0,0,6,6,2,0
1217,8,1,0,2,1,2,0
1218,2,1,0,3,1,2,1
1219,8,0,0,3,3,2,1
1220,6,0,0,3,2,2,1
1221,4,0,0,6,3,2,1
1222,10,0,0,0,1,2,1
1223,6,1,0,0,6,2,1
1224,6,0,0,1,4,1,1
1225,9,1,0,3,6,1,1
1226,5,1,0,5,1,1,1
1227,9,0,0,0,5,2,0
1228,3,0,0,0,2,1,0
1229,6,0,0,3,6,1,1
1230,4,1,0,5,0,2,0
1231,4,0,0,1,5,2,1
1232,4,0,0,2,5,2,1
1233,4,0,0,2,2,1,1
1234,9,0,0,1,2,1,1
1235,1,1,0,5,4,1,1
1236,5,1,0,5,2,2,0
1237,1,1,0,5,2,1,1
1238,8,1,0,2,6,2,1
1239,9,0,0,4,3,1,0
1240,3,0,0,6,6,1,1
1241,5,1,0,5,5,2,1
1242,5,1,0,6,5,1,1
1243,4,0,0,6,6,1,0
1244,6,1,0,1,4,1,1
1245,0,1,0,0,5,1,0
1246,1,1,0,2,3,1,1
1247,1,0,0,1,5,1,0
1248,2,1,0,1,1,2,1
1249,7,0,0,0,1,1,1
1250,6,1,0,5,2,2,1
1251,2,0,0,0,3,3,1
1252,1,1,0,1,1,1,0
1253,0,1,0,0,1,1,1
1254,9,1,0,2,1,1,1
1255,8,1,0,3,2,1,1
1256,3,0,0,2,2,1,0
1257,5,1,0,0,2,1,1
1258,9,1,0,2,2,2,0
1259,7,1,0,0,5,1,0
1260,1,1,0,1,5,1,0
1261,6,0,0,5,2,1,1
1262,0,0,0,5,4,1,0
1263,9,0,0,3,3,1,0
1264,7,0,0,3,2,1,1
1265,9,1,0,5,6,1,1
1266,8,1,0,2,1,2,1
1267,7,1,0,5,1,1,1
1268,2,0,0,0,1,1,1
1269,8,0,0,1,2,1,0
1270,4,0,0,2,5,3,1
1271,3,1,0,2,1,1,1
1272,6,1,0,5,2,1,0
1273,1,1,0,0,6,2,1
1274,0,1,0,6,2,2,1
1275,1,1,0,5,6,1,1
1276,3,0,0,5,0,2,1
1277,1,1,0,3,1,1,1
1278,6,1,0,3,0,2,1
1279,6,1,0,6,2,2,1
1280,2,0,0,2,4,1,1
1281,9,0,0,3,1,2,1
1282,1,1,0,5,2,2,0
1283,1,0,0,4,2,2,1
1284,7,0,0,5,2,1,1
1285,1,0,0,1,4,1,0
1286,7,1,0,6,2,2,1
1287,9,0,0,6,3,2,1
1288,1,0,0,1,1,2,1
1289,2,1,0,2,2,2,1
1290,0,0,0,2,6,2,1
1291,5,0,0,0,5,2,1
1292,1,1,0,1,1,2,1
1293,7,1,0,5,1,2,0
1294,9,1,0,5,5,1,1
1295,0,0,0,0,2,1,0
1296,2,0,0,6,0,1,1
1297,6,1,0,2,2,2,1
1298,1,1,0,3,2,2,0
1299,0,1,0,3,4,1,0
1300,9,1,0,6,3,1,1
1301,9,1,0,1,4,2,1
1302,6,1,0,1,2,2,1
1303,8,1,0,1,3,2,1
1304,3,0,0,3,4,1,1
1305,6,0,0,0,3,2,1
1306,10,1,0,5,5,2,0
1307,6,0,0,3,1,1,1
1308,1,0,0,4,0,2,0
1309,8,1,0,5,2,1,1
1310,2,0,0,1,5,2,1
1311,3,1,0,0,0,2,0
1312,6,0,0,1,6,1,1
1313,7,0,0,6,0,2,0
1314,4,0,0,2,0,1,1
1315,9,0,0,3,2,2,1
1316,9,1,0,2,2,1,1
1317,7,0,0,0,4,1,1
1318,10,1,0,6,2,1,0
1319,3,0,0,4,2,1,0
1320,5,1,0,5,2,1,0
1321,0,0,0,1,5,1,1
1322,2,1,0,0,1,2,1
1323,0,0,0,5,0,2,1
1324,4,1,0,3,2,2,1
1325,7,1,0,3,3,1,0
1326,2,0,0,5,4,1,1
1327,7,0,0,6,1,2,0
1328,10,1,0,0,2,1,0
1329,7,0,0,0,5,2,1
1330,10,1,0,0,5,1,1
1331,6,1,0,0,5,2,0
1332,9,1,0,4,4,2,1
1333,7,1,0,3,6,1,1
1334,8,0,0,3,4,1,1
1335,4,1,0,6,6,2,1
1336,4,1,0,1,3,2,0
1337,2,1,0,5,5,1,0
1338,7,1,0,6,1,2,1
1339,2,0,0,3,1,1,1
1340,8,1,0,6,6,1,0
1341,2,1,0,2,0,3,1
1342,9,0,0,0,5,4,1
1343,10,0,0,1,1,1,1
1344,9,1,0,6,3,1,1
1345,1,0,0,1,5,1,0
1346,7,1,0,1,3,2,1
1347,9,1,0,5,1,2,1
1348,7,1,0,2,4,2,1
1349,7,1,0,5,4,1,1
1350,9,1,0,6,2,2,1
1351,6,1,0,2,4,2,1
1352,2,0,0,3,5,1,1
1353,3,0,0,4,5,2,1
1354,9,1,0,0,6,1,0
1355,8,1,0,6,1,1,1
1356,3,1,0,1,1,1,1
1357,2,1,0,5,1,2,0
1358,9,0,0,5,1,2,0
1359,1,0,0,2,1,1,1
1360,8,0,0,0,6,2,0
1361,6,0,0,0,2,1,0
1362,3,1,0,1,0,1,1
1363,6,1,0,0,3,2,0
1364,3,1,0,2,2,1,1
1365,6,0,0,6,2,2,1
1366,4,1,0,1,5,1,0
1367,5,1,0,3,5,1,1
1368,5,1,0,6,4,1,0
1369,7,1,0,0,6,1,1
1370,4,0,0,5,0,2,0
1371,5,1,0,3,3,1,1
1372,8,1,0,2,6,1,1
1373,1,0,0,6,5,2,0
1374,7,0,0,6,2,1,1
1375,0,0,0,1,0,1,0
1376,2,0,0,3,6,1,1
1377,4,1,0,1,1,1,1
1378,2,0,0,5,1,2,1
1379,2,0,0,6,5,2,1
1380,2,0,0,0,1,2,1
1381,9,1,0,6,5,1,1
1382,9,0,0,1,6,2,0
1383,3,1,0,3,1,1,1
1384,9,1,0,1,3,1,1
1385,9,1,0,4,3,1,1
1386,4,0,0,6,2,1,0
1387,3,0,0,1,4,1,0
1388,5,0,0,2,2,1,1
1389,7,0,0,1,6,1,1
1390,4,0,0,6,3,1,1
1391,8,1,0,2,2,1,1
1392,9,1,0,1,4,1,0
1393,1,1,0,1,2,1,1
1394,7,0,0,1,6,1,1
1395,7,1,0,1,3,2,1
1396,10,1,0,3,2,1,0
1397,3,0,0,5,1,1,1
1398,7,0,0,0,1,1,1
1399,7,1,0,0,4,1,1
1400,1,0,0,6,1,2,0
1401,7,1,0,1,3,1,0
1402,1,1,0,0,3,2,0
1403,2,0,0,2,2,2,0
1404,5,1,0,3,1,1,0
1405,5,1,0,2,6,2,1
1406,9,0,0,2,6,2,1
1407,0,1,0,3,1,1,0
1408,1,0,0,3,0,1,1
1409,1,0,0,0,3,1,0
1410,4,1,0,4,2,2,1
1411,7,0,0,6,6,2,1
1412,9,1,0,5,2,2,0
1413,4,1,0,4,1,3,1
1414,9,0,0,1,6,1,0
1415,9,1,0,6,2,1,1
1416,1,0,0,0,0,2,0
1417,4,0,0,4,2,2,0
1418,8,1,0,3,0,1,1
1419,2,1,0,1,3,1,1
1420,10,0,0,2,5,1,1
1421,6,0,0,5,1,1,1
1422,2,1,0,5,0,1,1
1423,7,0,0,0,5,1,1
1424,0,1,0,5,2,1,0
1425,8,0,0,1,6,1,1
1426,5,0,0,0,0,2,1
1427,8,0,0,0,4,1,1
1428,6,1,0,1,2,1,1
1429,8,0,0,4,2,2,1
1430,2,1,0,6,2,1,1
1431,2,0,0,0,5,2,1
1432,9,1,0,4,2,1,0
1433,4,1,0,1,1,2,1
1434,8,1,0,1,2,2,1
1435,9,1,0,2,6,2,1
1436,0,1,0,5,6,1,1
1437,8,0,0,1,1,1,1
1438,1,1,0,6,6,1,1
1439,9,0,0,6,4,1,1
1440,2,0,0,6,6,1,1
1441,9,1,0,6,4,1,0
1442,4,0,0,4,5,2,0
1443,9,1,0,5,3,1,1
1444,9,0,0,4,0,1,1
1445,10,1,0,0,1,1,0
1446,8,0,0,1,1,1,1
1447,1,0,0,2,3,1,1
1448,6,0,0,4,1,2,1
1449,1,1,0,0,0,2,1
1450,3,0,0,3,2,1,0
1451,7,1,0,1,6,2,0
1452,9,0,0,3,1,2,1
1453,4,1,0,0,2,2,1
1454,2,0,0,2,5,1,1
1455,4,1,0,1,5,1,1
1456,7,1,0,4,5,2,1
1457,2,1,0,5,3,1,1
1458,9,0,0,3,3,2,1
1459,1,0,0,2,0,2,1
1460,4,1,0,2,3,1,0
1461,1,0,0,3,2,2,1
1462,7,0,0,4,6,2,0
1463,8,1,0,1,6,2,0
1464,0,1,0,3,6,2,0
1465,6,0,0,6,5,2,1
1466,3,0,0,1,1,1,0
1467,1,0,0,6,0,1,0
1468,1,0,0,3,1,2,0
1469,10,0,0,2,2,2,0
1470,9,1,0,1,6,1,0
1471,6,1,0,2,2,2,1
1472,10,1,0,3,3,1,1
1473,2,0,0,5,3,1,1
1474,6,1,0,3,3,2,1
1475,0,0,0,2,3,2,1
1476,4,0,0,6,6,2,1
1477,3,0,0,6,6,1,0
1478,2,1,0,4,2,2,1
1479,2,1,0,2,2,2,1
1480,8,1,0,3,2,2,1
1481,4,1,0,0,4,1,1
1482,1,1,0,2,3,2,1
1483,5,0,0,3,2,1,1
1484,4,1,0,5,1,1,1
1485,7,0,0,3,6,1,1
1486,7,0,0,5,1,1,1
1487,7,0,0,2,5,2,0
1488,8,1,0,5,5,1,0
1489,7,0,0,2,2,3,1
1490,2,1,0,1,1,1,1
1491,10,1,0,2,6,1,1
1492,7,1,0,6,6,1,0
1493,6,1,0,1,6,1,1
1494,10,1,0,5,2,2,1
1495,9,0,0,3,3,2,0
1496,2,0,0,2,2,1,1
1497,7,1,0,4,1,2,0
1498,3,1,0,0,1,2,0
1499,0,1,0,6,5,1,1
1500,6,1,0,6,2,1,1
1501,7,1,0,0,6,2,1
1502,0,0,0,5,4,2,1
1503,1,0,0,3,1,1,1
1504,9,1,0,3,5,1,0
1505,0,1,0,3,1,1,1
1506,4,0,0,4,1,2,1
1507,4,1,0,5,1,2,0
1508,2,1,0,6,0,1,1
1509,7,0,0,3,3,2,1
1510,10,1,0,6,2,2,1
1511,10,1,0,2,3,2,1
1512,6,0,0,4,0,1,0
1513,3,0,0,0,1,1,0
1514,5,1,0,2,3,1,1
1515,3,0,0,1,1,1,1
1516,5,1,0,2,1,2,1
1517,6,0,0,3,1,2,0
1518,6,1,0,3,1,1,1
1519,8,0,0,4,4,1,0
1520,6,0,0,5,2,1,0
1521,5,1,0,2,6,2,1
1522,5,0,0,4,1,1,1
1523,9,1,0,4,4,1,1
1524,3,0,0,3,1,2,0
1525,8,0,0,0,0,2,1
1526,7,1,0,2,4,2,1
1527,2,0,0,0,2,1,1
1528,9,0,0,1,2,2,1
1529,9,1,0,0,3,2,1
1530,2,1,0,1,0,2,1
1531,9,0,0,6,4,1,1
1532,10,1,0,0,0,2,1
1533,9,0,0,0,3,2,0
1534,4,1,0,4,1,2,0
1535,6,0,0,1,3,2,1
1536,1,0,0,3,3,1,0
1537,0,1,0,5,2,1,1
1538,3,1,0,4,1,1,0
1539,4,0,0,1,5,3,0
1540,5,1,0,1,5,1,1
1541,0,1,0,1,1,1,1
1542,9,1,0,1,1,1,1
1543,1,1,0,1,0,1,1
1544,1,1,0,6,6,1,0
1545,8,1,0,5,4,1,1
1546,8,1,0,5,4,2,1
1547,3,0,0,6,5,1,0
1548,10,0,0,6,4,1,0
1549,9,0,0,4,4,1,1
1550,8,0,0,3,6,1,1
1551,8,1,0,6,1,2,1
1552,8,1,0,2,0,1,1
1553,7,1,0,3,1,2,1
1554,0,1,0,4,5,2,1
1555,2,1,0,2,2,1,1
1556,9,0,0,3,1,2,0
1557,2,1,0,5,0,1,1
1558,8,0,0,6,4,1,1
1559,1,0,0,5,3,1,1
1560,7,1,0,3,5,1,0
1561,0,1,0,6,0,2,1
1562,2,1,0,3,4,2,0
1563,3,1,0,1,6,1,1
1564,10,0,0,1,2,2,1
1565,2,0,0,5,0,1,0
1566,1,1,0,4,6,2,1
1567,0,1,0,2,2,1,0
1568,2,0,0,4,6,2,1
1569,8,1,0,4,1,2,0
1570,7,0,0,5,3,2,0
1571,8,0,0,1,1,1,1
1572,1,1,0,6,5,1,0
1573,6,0,0,5,0,2,1
1574,0,1,0,2,1,2,1
1575,5,1,0,0,5,2,1
1576,9,1,0,3,4,1,0
1577,2,1,0,1,0,1,0
1578,1,0,0,0,1,2,0
1579,4,1,0,6,3,1,0
1580,5,1,0,5,6,2,1
1581,8,0,0,5,4,1,1
1582,4,1,0,1,1,1,1
1583,5,1,0,3,1,1,1
1584,2,1,0,1,3,3,0
1585,8,1,0,6,1,2,1
1586,5,1,0,3,2,2,0
1587,8,1,0,4,2,2,0
1588,1,0,0,6,2,1,0
1589,3,0,0,5,2,2,1
1590,1,1,0,4,6,2,1
1591,9,0,0,2,2,1,1
1592,3,0,0,6,2,1,0
1593,5,0,0,2,1,2,1
1594,9,0,0,6,4,1,0
1595,6,1,0,3,1,2,1
1596,8,1,0,1,3,2,1
1597,7,0,0,4,4,2,0
1598,5,1,0,6,4,2,1
1599,0,0,0,3,1,1,1
1600,0,1,0,1,3,2,1
1601,3,0,0,5,1,2,1
1602,3,1,0,5,5,1,1
1603,0,1,0,0,5,1,0
1604,5,0,0,1,6,1,1
1605,8,1,0,2,0,2,1
1606,0,0,0,4,3,1,1
1607,7,0,0,3,0,3,0
1608,6,0,0,6,4,2,1
1609,3,0,0,1,3,2,1
1610,1,1,0,4,3,1,1
1611,10,0,0,1,2,2,1
1612,4,1,0,5,3,1,1
1613,5,0,0,5,2,2,0
1614,1,1,0,5,1,2,0
1615,1,1,0,1,6,2,1
1616,3,0,0,1,0,2,0
1617,3,1,0,0,1,2,1
1618,10,0,0,5,2,1,1
1619,10,0,0,2,6,2,1
1620,6,1,0,2,1,2,1
1621,5,0,0,5,6,1,0
1622,2,1,0,5,1,1,1
1623,7,1,0,1,3,2,1
1624,8,1,0,1,3,2,0
1625,6,1,0,3,2,2,1
1626,7,1,0,6,1,1,0
1627,6,1,0,6,1,1,1
1628,7,0,0,1,0,1,0
1629,6,1,0,2,3,1,1
1630,7,0,0,3,5,2,1
1631,6,0,0,3,3,1,1
1632,3,1,0,2,2,1,1
1633,3,0,0,0,6,2,1
1634,3,1,0,3,2,1,1
1635,7,0,0,6,0,2,1
1636,2,1,0,4,2,1,1
1637,6,1,0,5,3,1,1
1638,9,1,0,3,4,1,1
1639,2,1,0,0,3,2,1
1640,0,1,0,6,3,1,0
1641,7,0,0,0,0,2,1
1642,6,1,0,2,1,2,1
1643,2,1,0,3,2,1,1
1644,7,0,0,3,5,1,1
1645,2,0,0,4,6,1,1
1646,3,1,0,1,2,1,1
1647,5,0,0,3,0,1,0
1648,3,0,0,4,5,1,1
1649,10,0,0,0,4,2,1
1650,0,0,0,5,0,2,0
1651,0,0,0,4,5,2,0
1652,5,1,0,3,2,1,1
1653,10,1,0,4,3,1,1
1654,7,0,0,5,2,2,1
1655,9,1,0,6,3,1,1
1656,6,0,0,0,3,2,1
1657,0,0,0,0,1,1,1
1658,1,1,0,1,0,1,1
1659,1,1,0,5,1,2,1
1660,7,1,0,1,2,2,1
1661,1,1,0,0,5,2,1
1662,3,1,0,6,2,2,1
1663,1,0,0,2,4,2,0
1664,9,1,0,0,5,1,1
1665,10,0,0,1,0,1,0
1666,4,1,0,4,1,2,0
1667,1,0,0,2,0,1,1
1668,2,1,0,5,4,1,1
1669,8,0,0,6,2,2,1
1670,1,1,0,3,5,2,1
1671,6,1,0,2,4,1,1
1672,5,1,0,2,2,2,0
1673,4,0,0,0,6,1,1
1674,4,1,0,2,2,1,1
1675,9,0,0,5,0,1,0
1676,10,1,0,6,3,1,0
1677,4,0,0,1,1,2,0
1678,2,0,0,6,6,1,1
1679,6,0,0,5,6,1,1
1680,8,0,0,1,5,1,0
1681,2,1,0,1,2,1,1
1682,6,0,0,2,6,1,0
1683,3,0,0,3,2,2,1
1684,2,1,0,6,1,2,1
1685,1,0,0,1,4,1,0
1686,7,0,0,1,4,2,1
1687,3,0,0,4,1,1,0
1688,7,1,0,1,0,1,0
1689,1,0,0,6,2,1,1
1690,10,0,0,0,1,2,1
1691,0,1,0,5,2,2,1
1692,10,0,0,6,1,2,1
1693,3,1,0,6,6,1,1
1694,10,0,0,0,0,1,1
1695,4,1,0,3,6,2,0
1696,0,0,0,4,3,1,1
1697,2,1,0,2,1,2,1
1698,9,1,0,5,4,2,1
